日期	时间	模式	左前	右前	左后	右后	经度	纬度	速度	航向	差分	俯仰角	侧倾角	纵向加速度	实际转向角	转向角命令	转向角速度命令
20180902_23:51:09	1535903469.382098	1	5.231	5.344	5.175	5.344	117.403615	39.554377	5.361	99.662	4	-0.587	0.501	0.20090	-44.00000	0.000000	0.000000
20180902_23:51:09	1535903469.397698	1	5.231	5.344	5.175	5.344	117.403615	39.554377	5.361	99.662	4	-0.587	0.501	0.20090	-44.00000	0.000000	0.000000
20180902_23:51:09	1535903469.413298	1	5.288	5.400	5.231	5.344	117.403615	39.554377	5.361	99.662	4	-0.587	0.501	0.20090	-44.00000	0.000000	0.000000
20180902_23:51:09	1535903469.428898	1	5.288	5.400	5.231	5.344	117.403615	39.554377	5.361	99.662	4	-0.587	0.501	0.20090	-48.00000	0.000000	0.000000
20180902_23:51:09	1535903469.444498	1	5.344	5.456	5.288	5.400	117.403615	39.554377	5.361	99.662	4	-0.587	0.501	0.20090	-52.00000	0.000000	0.000000
20180902_23:51:09	1535903469.460098	1	5.344	5.456	5.288	5.400	117.403615	39.554378	5.449	99.730	4	-0.582	0.522	0.57624	-52.00000	0.000000	0.000000
20180902_23:51:09	1535903469.475698	1	5.400	5.513	5.344	5.456	117.403615	39.554378	5.449	99.730	4	-0.582	0.522	0.57624	-57.00000	0.000000	0.000000
20180902_23:51:09	1535903469.491298	1	5.400	5.513	5.344	5.456	117.403615	39.554378	5.449	99.730	4	-0.582	0.522	0.57624	-57.00000	0.000000	0.000000
20180902_23:51:09	1535903469.506898	1	5.400	5.569	5.400	5.513	117.403615	39.554378	5.449	99.730	4	-0.582	0.522	0.57624	-62.00000	0.000000	0.000000
20180902_23:51:09	1535903469.522498	1	5.400	5.569	5.400	5.513	117.403615	39.554379	5.530	99.809	4	-0.575	0.543	0.62034	-62.00000	0.000000	0.000000
20180902_23:51:09	1535903469.538098	1	5.400	5.625	5.400	5.569	117.403615	39.554379	5.530	99.809	4	-0.575	0.543	0.62034	-65.00000	0.000000	0.000000
20180902_23:51:09	1535903469.553698	1	5.400	5.625	5.400	5.569	117.403615	39.554379	5.530	99.809	4	-0.575	0.543	0.62034	-65.00000	0.000000	0.000000
20180902_23:51:09	1535903469.569298	1	5.456	5.681	5.456	5.625	117.403615	39.554379	5.530	99.809	4	-0.575	0.543	0.62034	-69.00000	0.000000	0.000000
20180902_23:51:09	1535903469.584898	1	5.456	5.681	5.456	5.625	117.403615	39.554380	5.651	99.941	4	-0.574	0.570	0.06762	-69.00000	0.000000	0.000000
20180902_23:51:09	1535903469.600498	1	5.513	5.737	5.513	5.681	117.403615	39.554380	5.651	99.941	4	-0.574	0.570	0.06762	-72.00000	0.000000	0.000000
20180902_23:51:09	1535903469.616098	1	5.513	5.737	5.513	5.681	117.403615	39.554380	5.651	99.941	4	-0.574	0.570	0.06762	-72.00000	0.000000	0.000000
20180902_23:51:09	1535903469.631698	1	5.513	5.794	5.513	5.737	117.403615	39.554380	5.651	99.941	4	-0.574	0.570	0.06762	-74.00000	0.000000	0.000000
20180902_23:51:09	1535903469.647298	1	5.513	5.794	5.513	5.737	117.403615	39.554381	5.723	100.065	4	-0.568	0.589	0.01372	-74.00000	0.000000	0.000000
20180902_23:51:09	1535903469.662898	1	5.569	5.794	5.569	5.737	117.403615	39.554381	5.723	100.065	4	-0.568	0.589	0.01372	-76.00000	0.000000	0.000000
20180902_23:51:09	1535903469.678498	1	5.569	5.794	5.569	5.737	117.403615	39.554381	5.723	100.065	4	-0.568	0.589	0.01372	-76.00000	0.000000	0.000000
20180902_23:51:09	1535903469.694098	1	5.625	5.850	5.625	5.794	117.403615	39.554381	5.723	100.065	4	-0.568	0.589	0.01372	-77.00000	0.000000	0.000000
20180902_23:51:09	1535903469.709698	1	5.625	5.850	5.625	5.794	117.403614	39.554382	5.791	100.205	4	-0.561	0.601	0.21364	-77.00000	0.000000	0.000000
20180902_23:51:09	1535903469.725298	1	5.625	5.906	5.625	5.850	117.403614	39.554382	5.791	100.205	4	-0.561	0.601	0.21364	-77.00000	0.000000	0.000000
20180902_23:51:09	1535903469.740898	1	5.625	5.906	5.625	5.850	117.403614	39.554382	5.791	100.205	4	-0.561	0.601	0.21364	-77.00000	0.000000	0.000000
20180902_23:51:09	1535903469.756498	1	5.681	5.906	5.625	5.906	117.403614	39.554382	5.791	100.205	4	-0.561	0.601	0.21364	-76.00000	0.000000	0.000000
20180902_23:51:09	1535903469.772098	1	5.681	5.906	5.625	5.906	117.403614	39.554383	5.865	100.351	4	-0.555	0.597	0.08526	-76.00000	0.000000	0.000000
20180902_23:51:09	1535903469.787698	1	5.681	5.963	5.681	5.906	117.403614	39.554383	5.865	100.351	4	-0.555	0.597	0.08526	-75.00000	0.000000	0.000000
20180902_23:51:09	1535903469.803298	1	5.681	5.963	5.681	5.906	117.403614	39.554383	5.865	100.351	4	-0.555	0.597	0.08526	-75.00000	0.000000	0.000000
20180902_23:51:09	1535903469.818898	1	5.737	5.963	5.737	5.963	117.403614	39.554383	5.865	100.351	4	-0.555	0.597	0.08526	-74.00000	0.000000	0.000000
20180902_23:51:09	1535903469.834498	1	5.737	5.963	5.737	5.963	117.403614	39.554384	5.942	100.502	4	-0.550	0.575	-0.14602	-74.00000	0.000000	0.000000
20180902_23:51:09	1535903469.850098	1	5.794	6.075	5.737	6.019	117.403614	39.554384	5.942	100.502	4	-0.550	0.575	-0.14602	-72.00000	0.000000	0.000000
20180902_23:51:09	1535903469.865698	1	5.794	6.075	5.737	6.019	117.403614	39.554384	5.942	100.502	4	-0.550	0.575	-0.14602	-72.00000	0.000000	0.000000
20180902_23:51:09	1535903469.881298	1	5.794	6.075	5.794	6.019	117.403614	39.554384	5.942	100.502	4	-0.550	0.575	-0.14602	-71.00000	0.000000	0.000000
20180902_23:51:09	1535903469.896898	1	5.794	6.075	5.794	6.019	117.403614	39.554384	6.021	100.660	4	-0.546	0.541	0.00098	-71.00000	0.000000	0.000000
20180902_23:51:09	1535903469.912498	1	5.850	6.131	5.850	6.131	117.403614	39.554384	6.021	100.660	4	-0.546	0.541	0.00098	-69.00000	0.000000	0.000000
20180902_23:51:09	1535903469.928098	1	5.850	6.131	5.850	6.131	117.403614	39.554384	6.021	100.660	4	-0.546	0.541	0.00098	-69.00000	0.000000	0.000000
20180902_23:51:09	1535903469.943698	1	5.906	6.131	5.906	6.131	117.403614	39.554385	6.105	100.821	4	-0.543	0.511	0.41258	-68.00000	0.000000	0.000000
20180902_23:51:09	1535903469.959298	1	5.906	6.131	5.906	6.131	117.403614	39.554385	6.105	100.821	4	-0.543	0.511	0.41258	-68.00000	0.000000	0.000000
20180902_23:51:09	1535903469.974898	1	5.963	6.188	5.963	6.188	117.403614	39.554385	6.105	100.821	4	-0.543	0.511	0.41258	-66.00000	0.000000	0.000000
20180902_23:51:09	1535903469.990498	1	5.963	6.188	5.963	6.188	117.403614	39.554385	6.105	100.821	4	-0.543	0.511	0.41258	-66.00000	0.000000	0.000000
20180902_23:51:10	1535903470.006098	1	5.963	6.244	5.963	6.244	117.403614	39.554385	6.105	100.821	4	-0.543	0.511	0.41258	-64.00000	0.000000	0.000000
20180902_23:51:10	1535903470.021698	1	5.963	6.244	5.963	6.244	117.403613	39.554386	6.194	100.975	4	-0.536	0.486	0.49196	-64.00000	0.000000	0.000000
20180902_23:51:10	1535903470.037298	1	6.075	6.300	6.019	6.300	117.403613	39.554386	6.194	100.975	4	-0.536	0.486	0.49196	-64.00000	0.000000	0.000000
20180902_23:51:10	1535903470.052898	1	6.075	6.300	6.019	6.300	117.403613	39.554386	6.194	100.975	4	-0.536	0.486	0.49196	-62.00000	0.000000	0.000000
20180902_23:51:10	1535903470.068498	1	6.075	6.356	6.131	6.300	117.403613	39.554386	6.194	100.975	4	-0.536	0.486	0.49196	-60.00000	0.000000	0.000000
20180902_23:51:10	1535903470.084098	1	6.075	6.356	6.131	6.300	117.403613	39.554387	6.285	101.121	4	-0.526	0.463	0.28714	-60.00000	0.000000	0.000000
20180902_23:51:10	1535903470.099698	1	6.131	6.356	6.131	6.413	117.403613	39.554387	6.285	101.121	4	-0.526	0.463	0.28714	-58.00000	0.000000	0.000000
20180902_23:51:10	1535903470.115298	1	6.131	6.356	6.131	6.413	117.403613	39.554387	6.285	101.121	4	-0.526	0.463	0.28714	-58.00000	0.000000	0.000000
20180902_23:51:10	1535903470.130898	1	6.188	6.413	6.188	6.413	117.403613	39.554387	6.285	101.121	4	-0.526	0.463	0.28714	-56.00000	0.000000	0.000000
20180902_23:51:10	1535903470.146498	1	6.188	6.413	6.188	6.413	117.403613	39.554388	6.412	101.306	4	-0.507	0.445	0.33810	-56.00000	0.000000	0.000000
20180902_23:51:10	1535903470.162098	1	6.244	6.469	6.244	6.469	117.403613	39.554388	6.412	101.306	4	-0.507	0.445	0.33810	-54.00000	0.000000	0.000000
20180902_23:51:10	1535903470.177698	1	6.244	6.469	6.244	6.469	117.403613	39.554388	6.412	101.306	4	-0.507	0.445	0.33810	-54.00000	0.000000	0.000000
20180902_23:51:10	1535903470.193298	1	6.300	6.525	6.300	6.525	117.403613	39.554388	6.412	101.306	4	-0.507	0.445	0.33810	-52.00000	0.000000	0.000000
20180902_23:51:10	1535903470.208898	1	6.300	6.525	6.300	6.525	117.403612	39.554389	6.503	101.440	4	-0.492	0.445	0.34986	-52.00000	0.000000	0.000000
20180902_23:51:10	1535903470.224498	1	6.356	6.581	6.300	6.525	117.403612	39.554389	6.503	101.440	4	-0.492	0.445	0.34986	-50.00000	0.000000	0.000000
20180902_23:51:10	1535903470.240098	1	6.356	6.581	6.300	6.525	117.403612	39.554389	6.503	101.440	4	-0.492	0.445	0.34986	-50.00000	0.000000	0.000000
20180902_23:51:10	1535903470.255698	1	6.413	6.638	6.413	6.581	117.403612	39.554389	6.503	101.440	4	-0.492	0.445	0.34986	-48.00000	0.000000	0.000000
20180902_23:51:10	1535903470.271298	1	6.413	6.638	6.413	6.581	117.403612	39.554390	6.592	101.571	4	-0.485	0.446	0.34594	-48.00000	0.000000	0.000000
20180902_23:51:10	1535903470.286898	1	6.469	6.638	6.413	6.638	117.403612	39.554390	6.592	101.571	4	-0.485	0.446	0.34594	-46.00000	0.000000	0.000000
20180902_23:51:10	1535903470.302498	1	6.469	6.638	6.413	6.638	117.403612	39.554390	6.592	101.571	4	-0.485	0.446	0.34594	-46.00000	0.000000	0.000000
20180902_23:51:10	1535903470.318098	1	6.469	6.694	6.469	6.638	117.403612	39.554390	6.592	101.571	4	-0.485	0.446	0.34594	-45.00000	0.000000	0.000000
20180902_23:51:10	1535903470.333698	1	6.469	6.694	6.469	6.638	117.403612	39.554391	6.673	101.700	4	-0.487	0.443	0.17738	-45.00000	0.000000	0.000000
20180902_23:51:10	1535903470.349298	1	6.525	6.694	6.469	6.694	117.403612	39.554391	6.673	101.700	4	-0.487	0.443	0.17738	-44.00000	0.000000	0.000000
20180902_23:51:10	1535903470.364898	1	6.525	6.694	6.469	6.694	117.403612	39.554391	6.673	101.700	4	-0.487	0.443	0.17738	-44.00000	0.000000	0.000000
20180902_23:51:10	1535903470.380498	1	6.581	6.694	6.525	6.694	117.403612	39.554391	6.673	101.700	4	-0.487	0.443	0.17738	-42.00000	0.000000	0.000000
20180902_23:51:10	1535903470.396098	1	6.581	6.694	6.525	6.694	117.403612	39.554392	6.740	101.822	4	-0.495	0.440	0.09800	-42.00000	0.000000	0.000000
20180902_23:51:10	1535903470.411698	1	6.638	6.806	6.525	6.806	117.403612	39.554392	6.740	101.822	4	-0.495	0.440	0.09800	-41.00000	0.000000	0.000000
20180902_23:51:10	1535903470.427298	1	6.638	6.806	6.525	6.806	117.403612	39.554392	6.740	101.822	4	-0.495	0.440	0.09800	-41.00000	0.000000	0.000000
20180902_23:51:10	1535903470.442898	1	6.638	6.806	6.581	6.806	117.403612	39.554392	6.740	101.822	4	-0.495	0.440	0.09800	-39.00000	0.000000	0.000000
20180902_23:51:10	1535903470.458498	1	6.638	6.806	6.581	6.806	117.403611	39.554393	6.800	101.936	4	-0.502	0.433	0.11662	-39.00000	0.000000	0.000000
20180902_23:51:10	1535903470.474098	1	6.694	6.862	6.638	6.806	117.403611	39.554393	6.800	101.936	4	-0.502	0.433	0.11662	-38.00000	0.000000	0.000000
20180902_23:51:10	1535903470.489698	1	6.694	6.862	6.638	6.806	117.403611	39.554393	6.800	101.936	4	-0.502	0.433	0.11662	-38.00000	0.000000	0.000000
20180902_23:51:10	1535903470.505298	1	6.750	6.862	6.638	6.806	117.403611	39.554393	6.800	101.936	4	-0.502	0.433	0.11662	-37.00000	0.000000	0.000000
20180902_23:51:10	1535903470.520898	1	6.750	6.862	6.638	6.806	117.403611	39.554394	6.862	102.044	4	-0.506	0.417	0.01470	-37.00000	0.000000	0.000000
20180902_23:51:10	1535903470.536498	1	6.750	6.862	6.694	6.862	117.403611	39.554394	6.862	102.044	4	-0.506	0.417	0.01470	-35.00000	0.000000	0.000000
20180902_23:51:10	1535903470.552098	1	6.750	6.862	6.694	6.862	117.403611	39.554394	6.862	102.044	4	-0.506	0.417	0.01470	-35.00000	0.000000	0.000000
20180902_23:51:10	1535903470.567698	1	6.806	6.919	6.694	6.919	117.403611	39.554394	6.862	102.044	4	-0.506	0.417	0.01470	-34.00000	0.000000	0.000000
20180902_23:51:10	1535903470.583298	1	6.806	6.919	6.694	6.919	117.403611	39.554395	6.917	102.148	4	-0.509	0.399	0.12642	-34.00000	0.000000	0.000000
20180902_23:51:10	1535903470.598898	1	6.806	6.919	6.750	6.919	117.403611	39.554395	6.917	102.148	4	-0.509	0.399	0.12642	-33.00000	0.000000	0.000000
20180902_23:51:10	1535903470.614498	1	6.806	6.919	6.750	6.919	117.403611	39.554395	6.917	102.148	4	-0.509	0.399	0.12642	-33.00000	0.000000	0.000000
20180902_23:51:10	1535903470.630098	1	6.862	6.975	6.806	6.919	117.403611	39.554395	6.917	102.148	4	-0.509	0.399	0.12642	-32.00000	0.000000	0.000000
20180902_23:51:10	1535903470.645698	1	6.862	6.975	6.806	6.919	117.403610	39.554397	6.987	102.274	4	-0.509	0.387	0.06566	-32.00000	0.000000	0.000000
20180902_23:51:10	1535903470.661298	1	6.919	6.975	6.806	6.975	117.403610	39.554397	6.987	102.274	4	-0.509	0.387	0.06566	-31.00000	0.000000	0.000000
20180902_23:51:10	1535903470.676898	1	6.919	6.975	6.806	6.975	117.403610	39.554397	6.987	102.274	4	-0.509	0.387	0.06566	-31.00000	0.000000	0.000000
20180902_23:51:10	1535903470.692498	1	6.919	7.031	6.862	6.975	117.403610	39.554398	7.032	102.362	4	-0.510	0.389	0.11662	-30.00000	0.000000	0.000000
20180902_23:51:10	1535903470.708098	1	6.919	7.031	6.862	6.975	117.403610	39.554398	7.032	102.362	4	-0.510	0.389	0.11662	-30.00000	0.000000	0.000000
20180902_23:51:10	1535903470.723698	1	6.975	7.031	6.862	7.031	117.403610	39.554398	7.032	102.362	4	-0.510	0.389	0.11662	-29.00000	0.000000	0.000000
20180902_23:51:10	1535903470.739298	1	6.975	7.031	6.862	7.031	117.403610	39.554398	7.032	102.362	4	-0.510	0.389	0.11662	-29.00000	0.000000	0.000000
20180902_23:51:10	1535903470.754898	1	6.975	7.088	6.919	7.031	117.403610	39.554398	7.032	102.362	4	-0.510	0.389	0.11662	-28.00000	0.000000	0.000000
20180902_23:51:10	1535903470.770498	1	6.975	7.088	6.919	7.031	117.403610	39.554399	7.081	102.447	4	-0.505	0.391	0.09702	-28.00000	0.000000	0.000000
20180902_23:51:10	1535903470.786098	1	7.031	7.144	6.919	7.088	117.403610	39.554399	7.081	102.447	4	-0.505	0.391	0.09702	-27.00000	0.000000	0.000000
20180902_23:51:10	1535903470.801698	1	7.031	7.144	6.919	7.088	117.403610	39.554399	7.081	102.447	4	-0.505	0.391	0.09702	-27.00000	0.000000	0.000000
20180902_23:51:10	1535903470.817298	1	7.031	7.144	6.975	7.144	117.403610	39.554399	7.081	102.447	4	-0.505	0.391	0.09702	-25.00000	0.000000	0.000000
20180902_23:51:10	1535903470.832898	1	7.031	7.144	6.975	7.144	117.403610	39.554400	7.123	102.530	4	-0.498	0.396	0.19110	-25.00000	0.000000	0.000000
20180902_23:51:10	1535903470.848498	1	7.031	7.200	6.975	7.144	117.403610	39.554400	7.123	102.530	4	-0.498	0.396	0.19110	-24.00000	0.000000	0.000000
20180902_23:51:10	1535903470.864098	1	7.031	7.200	6.975	7.144	117.403610	39.554400	7.123	102.530	4	-0.498	0.396	0.19110	-24.00000	0.000000	0.000000
20180902_23:51:10	1535903470.879698	1	7.088	7.200	7.031	7.144	117.403610	39.554400	7.123	102.530	4	-0.498	0.396	0.19110	-23.00000	0.000000	0.000000
20180902_23:51:10	1535903470.895298	1	7.088	7.200	7.031	7.144	117.403609	39.554401	7.173	102.612	4	-0.493	0.400	0.14602	-23.00000	0.000000	0.000000
20180902_23:51:10	1535903470.910898	1	7.088	7.200	7.031	7.200	117.403609	39.554401	7.173	102.612	4	-0.493	0.400	0.14602	-22.00000	0.000000	0.000000
20180902_23:51:10	1535903470.926498	1	7.088	7.200	7.031	7.200	117.403609	39.554401	7.173	102.612	4	-0.493	0.400	0.14602	-22.00000	0.000000	0.000000
20180902_23:51:10	1535903470.942098	1	7.144	7.200	7.031	7.200	117.403609	39.554401	7.173	102.612	4	-0.493	0.400	0.14602	-21.00000	0.000000	0.000000
20180902_23:51:10	1535903470.957698	1	7.144	7.200	7.031	7.200	117.403609	39.554402	7.214	102.689	4	-0.494	0.398	0.08330	-21.00000	0.000000	0.000000
20180902_23:51:10	1535903470.973298	1	7.144	7.256	7.144	7.200	117.403609	39.554402	7.214	102.689	4	-0.494	0.398	0.08330	-19.00000	0.000000	0.000000
20180902_23:51:10	1535903470.988898	1	7.144	7.256	7.144	7.200	117.403609	39.554402	7.214	102.689	4	-0.494	0.398	0.08330	-19.00000	0.000000	0.000000
20180902_23:51:11	1535903471.004498	1	7.144	7.256	7.144	7.256	117.403609	39.554403	7.251	102.759	4	-0.496	0.391	0.13328	-18.00000	0.000000	0.000000
20180902_23:51:11	1535903471.020098	1	7.144	7.256	7.144	7.256	117.403609	39.554403	7.251	102.759	4	-0.496	0.391	0.13328	-18.00000	0.000000	0.000000
20180902_23:51:11	1535903471.035698	1	7.200	7.256	7.144	7.256	117.403609	39.554403	7.251	102.759	4	-0.496	0.391	0.13328	-17.00000	0.000000	0.000000
20180902_23:51:11	1535903471.051298	1	7.200	7.256	7.144	7.256	117.403609	39.554403	7.251	102.759	4	-0.496	0.391	0.13328	-17.00000	0.000000	0.000000
20180902_23:51:11	1535903471.066898	1	7.200	7.256	7.200	7.256	117.403609	39.554403	7.251	102.759	4	-0.496	0.391	0.13328	-16.00000	0.000000	0.000000
