日期	时间	模式	左前	右前	左后	右后	经度	纬度	速度	航向	差分	俯仰角	侧倾角	纵向加速度	实际转向角	转向角命令	转向角速度命令
20180902_23:51:15	1535903475.247698	1	10.350	10.350	10.350	10.350	117.403582	39.554492	10.376	103.843	4	-0.578	0.295	0.18718	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.263298	1	10.350	10.350	10.350	10.350	117.403581	39.554494	10.435	103.845	4	-0.580	0.294	0.09996	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.278898	1	10.406	10.406	10.350	10.406	117.403581	39.554494	10.435	103.845	4	-0.580	0.294	0.09996	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.294498	1	10.406	10.406	10.350	10.406	117.403581	39.554494	10.435	103.845	4	-0.580	0.294	0.09996	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.310098	1	10.463	10.463	10.463	10.406	117.403581	39.554494	10.435	103.845	4	-0.580	0.294	0.09996	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.325698	1	10.463	10.463	10.463	10.406	117.403580	39.554496	10.521	103.847	4	-0.580	0.300	0.14112	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.341298	1	10.519	10.463	10.463	10.463	117.403580	39.554496	10.521	103.847	4	-0.580	0.300	0.14112	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.356898	1	10.519	10.463	10.463	10.463	117.403580	39.554496	10.521	103.847	4	-0.580	0.300	0.14112	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.372498	1	10.575	10.463	10.463	10.463	117.403580	39.554496	10.521	103.847	4	-0.580	0.300	0.14112	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.388098	1	10.575	10.463	10.463	10.463	117.403580	39.554497	10.581	103.849	4	-0.577	0.307	0.15778	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.403698	1	10.575	10.519	10.519	10.519	117.403580	39.554497	10.581	103.849	4	-0.577	0.307	0.15778	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.419298	1	10.575	10.519	10.519	10.519	117.403580	39.554497	10.581	103.849	4	-0.577	0.307	0.15778	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.434898	1	10.631	10.519	10.575	10.519	117.403580	39.554497	10.581	103.849	4	-0.577	0.307	0.15778	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.450498	1	10.631	10.519	10.575	10.519	117.403580	39.554499	10.640	103.854	4	-0.569	0.316	0.05096	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.466098	1	10.688	10.575	10.575	10.519	117.403580	39.554499	10.640	103.854	4	-0.569	0.316	0.05096	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.481698	1	10.688	10.575	10.575	10.519	117.403580	39.554499	10.640	103.854	4	-0.569	0.316	0.05096	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.497298	1	10.688	10.631	10.631	10.631	117.403580	39.554499	10.640	103.854	4	-0.569	0.316	0.05096	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.512898	1	10.688	10.631	10.631	10.631	117.403579	39.554501	10.692	103.856	4	-0.565	0.319	0.19208	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.528498	1	10.688	10.631	10.631	10.631	117.403579	39.554501	10.692	103.856	4	-0.565	0.319	0.19208	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.544098	1	10.688	10.631	10.631	10.631	117.403579	39.554501	10.692	103.856	4	-0.565	0.319	0.19208	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.559698	1	10.688	10.688	10.688	10.688	117.403579	39.554501	10.692	103.856	4	-0.565	0.319	0.19208	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.575298	1	10.688	10.688	10.688	10.688	117.403578	39.554502	10.756	103.856	4	-0.566	0.319	0.43022	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.590898	1	10.800	10.744	10.688	10.688	117.403578	39.554502	10.756	103.856	4	-0.566	0.319	0.43022	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.606498	1	10.800	10.744	10.688	10.688	117.403578	39.554502	10.756	103.856	4	-0.566	0.319	0.43022	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.622098	1	10.800	10.800	10.800	10.800	117.403578	39.554502	10.756	103.856	4	-0.566	0.319	0.43022	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.637698	1	10.800	10.800	10.800	10.800	117.403578	39.554504	10.814	103.854	4	-0.568	0.328	0.46060	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.653298	1	10.856	10.800	10.800	10.800	117.403578	39.554504	10.814	103.854	4	-0.568	0.328	0.46060	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.668898	1	10.856	10.800	10.800	10.800	117.403578	39.554504	10.814	103.854	4	-0.568	0.328	0.46060	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.684498	1	10.856	10.856	10.800	10.856	117.403577	39.554505	10.868	103.857	4	-0.575	0.333	0.11466	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.700098	1	10.856	10.856	10.800	10.856	117.403577	39.554505	10.868	103.857	4	-0.575	0.333	0.11466	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.715698	1	10.856	10.856	10.856	10.856	117.403577	39.554505	10.868	103.857	4	-0.575	0.333	0.11466	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.731298	1	10.856	10.856	10.856	10.856	117.403577	39.554505	10.868	103.857	4	-0.575	0.333	0.11466	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.746898	1	10.912	10.912	10.856	10.856	117.403577	39.554505	10.868	103.857	4	-0.575	0.333	0.11466	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.762498	1	10.912	10.912	10.856	10.856	117.403577	39.554507	10.913	103.861	4	-0.569	0.336	0.24206	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.778098	1	10.856	10.912	10.912	10.856	117.403577	39.554507	10.913	103.861	4	-0.569	0.336	0.24206	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.793698	1	10.856	10.912	10.912	10.856	117.403577	39.554507	10.913	103.861	4	-0.569	0.336	0.24206	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.809298	1	10.912	10.912	10.912	10.912	117.403577	39.554507	10.913	103.861	4	-0.569	0.336	0.24206	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.824898	1	10.912	10.912	10.912	10.912	117.403577	39.554508	10.965	103.867	4	-0.554	0.344	0.07742	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.840498	1	10.912	10.912	10.912	10.912	117.403577	39.554508	10.965	103.867	4	-0.554	0.344	0.07742	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.856098	1	10.912	10.912	10.912	10.912	117.403577	39.554508	10.965	103.867	4	-0.554	0.344	0.07742	1.00000	0.000000	0.000000
20180902_23:51:15	1535903475.871698	1	10.969	10.969	11.025	10.969	117.403577	39.554508	10.965	103.867	4	-0.554	0.344	0.07742	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.887298	1	10.969	10.969	11.025	10.969	117.403576	39.554511	11.032	103.870	4	-0.537	0.346	0.13328	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.902898	1	11.025	11.025	11.025	11.025	117.403576	39.554511	11.032	103.870	4	-0.537	0.346	0.13328	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.918498	1	11.025	11.025	11.025	11.025	117.403576	39.554511	11.032	103.870	4	-0.537	0.346	0.13328	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.934098	1	11.025	11.025	11.025	11.025	117.403576	39.554511	11.032	103.870	4	-0.537	0.346	0.13328	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.949698	1	11.025	11.025	11.025	11.025	117.403575	39.554512	11.097	103.873	4	-0.542	0.334	0.18326	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.965298	1	10.969	11.025	11.081	11.025	117.403575	39.554512	11.097	103.873	4	-0.542	0.334	0.18326	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.980898	1	10.969	11.025	11.081	11.025	117.403575	39.554512	11.097	103.873	4	-0.542	0.334	0.18326	2.00000	0.000000	0.000000
20180902_23:51:15	1535903475.996498	1	11.081	11.081	11.081	11.081	117.403575	39.554512	11.097	103.873	4	-0.542	0.334	0.18326	3.00000	0.000000	0.000000
20180902_23:51:16	1535903476.012098	1	11.081	11.081	11.081	11.081	117.403575	39.554514	11.153	103.876	4	-0.552	0.324	0.29890	3.00000	0.000000	0.000000
20180902_23:51:16	1535903476.027698	1	11.081	11.081	11.081	11.138	117.403575	39.554514	11.153	103.876	4	-0.552	0.324	0.29890	3.00000	0.000000	0.000000
20180902_23:51:16	1535903476.043298	1	11.081	11.081	11.081	11.138	117.403575	39.554514	11.153	103.876	4	-0.552	0.324	0.29890	3.00000	0.000000	0.000000
20180902_23:51:16	1535903476.058898	1	11.138	11.138	11.138	11.194	117.403575	39.554514	11.153	103.876	4	-0.552	0.324	0.29890	4.00000	0.000000	0.000000
20180902_23:51:16	1535903476.074498	1	11.138	11.138	11.138	11.194	117.403574	39.554516	11.206	103.877	4	-0.560	0.317	0.19992	4.00000	0.000000	0.000000
20180902_23:51:16	1535903476.090098	1	11.194	11.138	11.194	11.194	117.403574	39.554516	11.206	103.877	4	-0.560	0.317	0.19992	5.00000	0.000000	0.000000
20180902_23:51:16	1535903476.105698	1	11.194	11.138	11.194	11.194	117.403574	39.554516	11.206	103.877	4	-0.560	0.317	0.19992	5.00000	0.000000	0.000000
20180902_23:51:16	1535903476.121298	1	11.250	11.194	11.194	11.194	117.403574	39.554516	11.206	103.877	4	-0.560	0.317	0.19992	6.00000	0.000000	0.000000
20180902_23:51:16	1535903476.136898	1	11.250	11.194	11.194	11.194	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	6.00000	0.000000	0.000000
20180902_23:51:16	1535903476.152498	1	11.250	11.250	11.250	11.250	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	6.00000	0.000000	0.000000
20180902_23:51:16	1535903476.168098	1	11.250	11.250	11.250	11.250	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	6.00000	0.000000	0.000000
20180902_23:51:16	1535903476.183698	1	11.306	11.194	11.250	11.250	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	6.00000	0.000000	0.000000
20180902_23:51:16	1535903476.199298	1	11.306	11.194	11.250	11.250	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	7.00000	0.000000	0.000000
20180902_23:51:16	1535903476.214898	1	11.363	11.250	11.306	11.250	117.403574	39.554517	11.259	103.877	4	-0.563	0.306	0.24010	8.00000	0.000000	0.000000
20180902_23:51:16	1535903476.230498	1	11.363	11.250	11.306	11.250	117.403573	39.554520	11.352	103.873	4	-0.550	0.292	0.14504	8.00000	0.000000	0.000000
20180902_23:51:16	1535903476.246098	1	11.363	11.306	11.306	11.306	117.403573	39.554520	11.352	103.873	4	-0.550	0.292	0.14504	8.00000	0.000000	0.000000
20180902_23:51:16	1535903476.261698	1	11.363	11.306	11.306	11.306	117.403573	39.554521	11.363	103.869	4	-0.543	0.290	0.21854	8.00000	0.000000	0.000000
20180902_23:51:16	1535903476.277298	1	11.419	11.363	11.363	11.306	117.403573	39.554521	11.363	103.869	4	-0.543	0.290	0.21854	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.292898	1	11.419	11.363	11.363	11.306	117.403573	39.554521	11.363	103.869	4	-0.543	0.290	0.21854	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.308498	1	11.475	11.363	11.363	11.363	117.403573	39.554521	11.363	103.869	4	-0.543	0.290	0.21854	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.324098	1	11.475	11.363	11.363	11.363	117.403572	39.554523	11.436	103.844	4	-0.526	0.292	0.12054	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.339698	1	11.531	11.363	11.419	11.363	117.403572	39.554523	11.436	103.844	4	-0.526	0.292	0.12054	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.355298	1	11.531	11.363	11.419	11.363	117.403572	39.554523	11.436	103.844	4	-0.526	0.292	0.12054	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.370898	1	11.531	11.419	11.419	11.419	117.403572	39.554523	11.436	103.844	4	-0.526	0.292	0.12054	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.386498	1	11.531	11.419	11.419	11.419	117.403572	39.554524	11.493	103.813	4	-0.520	0.304	0.10584	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.402098	1	11.531	11.475	11.531	11.419	117.403572	39.554524	11.493	103.813	4	-0.520	0.304	0.10584	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.417698	1	11.531	11.475	11.531	11.419	117.403572	39.554524	11.493	103.813	4	-0.520	0.304	0.10584	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.433298	1	11.588	11.419	11.531	11.531	117.403572	39.554524	11.493	103.813	4	-0.520	0.304	0.10584	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.448898	1	11.588	11.419	11.531	11.531	117.403571	39.554526	11.541	103.783	4	-0.519	0.318	0.08624	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.464498	1	11.531	11.531	11.531	11.475	117.403571	39.554526	11.541	103.783	4	-0.519	0.318	0.08624	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.480098	1	11.531	11.531	11.531	11.475	117.403571	39.554526	11.541	103.783	4	-0.519	0.318	0.08624	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.495698	1	11.588	11.531	11.531	11.475	117.403571	39.554526	11.541	103.783	4	-0.519	0.318	0.08624	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.511298	1	11.588	11.531	11.531	11.475	117.403571	39.554528	11.595	103.755	4	-0.522	0.339	0.30870	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.526898	1	11.588	11.531	11.588	11.531	117.403571	39.554528	11.595	103.755	4	-0.522	0.339	0.30870	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.542498	1	11.588	11.531	11.588	11.531	117.403571	39.554528	11.595	103.755	4	-0.522	0.339	0.30870	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.558098	1	11.644	11.588	11.588	11.531	117.403571	39.554528	11.595	103.755	4	-0.522	0.339	0.30870	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.573698	1	11.644	11.588	11.588	11.531	117.403570	39.554530	11.642	103.731	4	-0.522	0.351	0.14406	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.589298	1	11.588	11.588	11.644	11.588	117.403570	39.554530	11.642	103.731	4	-0.522	0.351	0.14406	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.604898	1	11.588	11.588	11.644	11.588	117.403570	39.554530	11.642	103.731	4	-0.522	0.351	0.14406	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.620498	1	11.644	11.531	11.644	11.588	117.403570	39.554531	11.693	103.711	4	-0.522	0.347	0.26362	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.636098	1	11.644	11.531	11.644	11.588	117.403570	39.554531	11.693	103.711	4	-0.522	0.347	0.26362	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.651698	1	11.644	11.644	11.644	11.644	117.403570	39.554531	11.693	103.711	4	-0.522	0.347	0.26362	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.667298	1	11.644	11.644	11.644	11.644	117.403570	39.554531	11.693	103.711	4	-0.522	0.347	0.26362	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.682898	1	11.644	11.588	11.700	11.644	117.403570	39.554531	11.693	103.711	4	-0.522	0.347	0.26362	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.698498	1	11.644	11.588	11.700	11.644	117.403569	39.554533	11.743	103.687	4	-0.530	0.340	0.19306	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.714098	1	11.700	11.644	11.756	11.644	117.403569	39.554533	11.743	103.687	4	-0.530	0.340	0.19306	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.729698	1	11.700	11.644	11.756	11.644	117.403569	39.554533	11.743	103.687	4	-0.530	0.340	0.19306	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.745298	1	11.756	11.644	11.756	11.756	117.403569	39.554533	11.743	103.687	4	-0.530	0.340	0.19306	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.760898	1	11.756	11.644	11.756	11.756	117.403569	39.554535	11.796	103.660	4	-0.544	0.336	0.13916	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.776498	1	11.812	11.644	11.756	11.700	117.403569	39.554535	11.796	103.660	4	-0.544	0.336	0.13916	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.792098	1	11.812	11.644	11.756	11.700	117.403569	39.554535	11.796	103.660	4	-0.544	0.336	0.13916	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.807698	1	11.812	11.756	11.756	11.756	117.403568	39.554536	11.841	103.626	4	-0.552	0.328	0.06664	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.823298	1	11.812	11.756	11.756	11.756	117.403568	39.554536	11.841	103.626	4	-0.552	0.328	0.06664	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.838898	1	11.812	11.756	11.756	11.756	117.403568	39.554536	11.841	103.626	4	-0.552	0.328	0.06664	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.854498	1	11.812	11.756	11.756	11.756	117.403568	39.554536	11.841	103.626	4	-0.552	0.328	0.06664	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.870098	1	11.869	11.756	11.812	11.756	117.403568	39.554536	11.841	103.626	4	-0.552	0.328	0.06664	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.885698	1	11.869	11.756	11.812	11.756	117.403567	39.554538	11.883	103.593	4	-0.556	0.312	0.28616	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.901298	1	11.925	11.756	11.812	11.812	117.403567	39.554538	11.883	103.593	4	-0.556	0.312	0.28616	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.916898	1	11.925	11.756	11.812	11.812	117.403567	39.554538	11.883	103.593	4	-0.556	0.312	0.28616	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.932498	1	11.981	11.812	11.925	11.812	117.403567	39.554538	11.883	103.593	4	-0.556	0.312	0.28616	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.948098	1	11.981	11.812	11.925	11.812	117.403567	39.554540	11.934	103.554	4	-0.553	0.301	0.20482	10.00000	0.000000	0.000000
20180902_23:51:16	1535903476.963698	1	11.981	11.812	11.925	11.869	117.403567	39.554540	11.934	103.554	4	-0.553	0.301	0.20482	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.979298	1	11.981	11.812	11.925	11.869	117.403567	39.554540	11.934	103.554	4	-0.553	0.301	0.20482	9.00000	0.000000	0.000000
20180902_23:51:16	1535903476.994898	1	11.981	11.869	11.925	11.869	117.403567	39.554540	11.934	103.554	4	-0.553	0.301	0.20482	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.010498	1	11.981	11.869	11.925	11.869	117.403566	39.554542	11.974	103.526	4	-0.543	0.307	-0.03430	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.026098	1	11.981	11.925	11.925	11.925	117.403566	39.554542	11.974	103.526	4	-0.543	0.307	-0.03430	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.041698	1	11.981	11.925	11.925	11.925	117.403566	39.554542	11.974	103.526	4	-0.543	0.307	-0.03430	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.057298	1	12.094	11.925	11.981	11.925	117.403566	39.554542	11.974	103.526	4	-0.543	0.307	-0.03430	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.072898	1	12.094	11.925	11.981	11.925	117.403566	39.554544	12.022	103.494	4	-0.533	0.311	0.05194	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.088498	1	12.094	11.981	11.981	11.925	117.403566	39.554544	12.022	103.494	4	-0.533	0.311	0.05194	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.104098	1	12.094	11.981	11.981	11.925	117.403566	39.554544	12.022	103.494	4	-0.533	0.311	0.05194	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.119698	1	12.094	11.981	11.981	12.037	117.403566	39.554544	12.022	103.494	4	-0.533	0.311	0.05194	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.135298	1	12.094	11.981	11.981	12.037	117.403565	39.554546	12.066	103.461	4	-0.529	0.314	0.19208	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.150898	1	12.094	12.037	12.037	11.981	117.403565	39.554546	12.066	103.461	4	-0.529	0.314	0.19208	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.166498	1	12.094	12.037	12.037	11.981	117.403565	39.554546	12.066	103.461	4	-0.529	0.314	0.19208	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.182098	1	12.094	11.981	12.094	11.981	117.403565	39.554546	12.066	103.461	4	-0.529	0.314	0.19208	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.197698	1	12.094	11.981	12.094	11.981	117.403565	39.554547	12.094	103.437	4	-0.537	0.315	0.04606	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.213298	1	12.094	12.094	12.094	12.037	117.403565	39.554547	12.094	103.437	4	-0.537	0.315	0.04606	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.228898	1	12.094	12.094	12.094	12.037	117.403565	39.554547	12.094	103.437	4	-0.537	0.315	0.04606	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.244498	1	12.150	12.037	12.094	12.037	117.403565	39.554547	12.094	103.437	4	-0.537	0.315	0.04606	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.260098	1	12.150	12.037	12.094	12.037	117.403564	39.554549	12.129	103.406	4	-0.543	0.324	0.08134	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.275698	1	12.150	12.037	12.094	12.037	117.403564	39.554549	12.129	103.406	4	-0.543	0.324	0.08134	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.291298	1	12.150	12.094	12.150	12.094	117.403564	39.554549	12.129	103.406	4	-0.543	0.324	0.08134	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.306898	1	12.150	12.094	12.150	12.094	117.403564	39.554549	12.129	103.406	4	-0.543	0.324	0.08134	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.322498	1	12.150	12.094	12.150	12.094	117.403564	39.554551	12.180	103.366	4	-0.539	0.341	0.07154	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.338098	1	12.150	12.037	12.206	12.094	117.403564	39.554551	12.180	103.366	4	-0.539	0.341	0.07154	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.353698	1	12.150	12.037	12.206	12.094	117.403564	39.554551	12.180	103.366	4	-0.539	0.341	0.07154	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.369298	1	12.150	12.150	12.150	12.150	117.403564	39.554551	12.180	103.366	4	-0.539	0.341	0.07154	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.384898	1	12.150	12.150	12.150	12.150	117.403563	39.554553	12.236	103.330	4	-0.528	0.332	-0.05586	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.400498	1	12.206	12.150	12.206	12.150	117.403563	39.554553	12.236	103.330	4	-0.528	0.332	-0.05586	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.416098	1	12.206	12.150	12.206	12.150	117.403563	39.554553	12.236	103.330	4	-0.528	0.332	-0.05586	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.431698	1	12.263	12.206	12.263	12.206	117.403563	39.554553	12.236	103.330	4	-0.528	0.332	-0.05586	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.447298	1	12.263	12.206	12.263	12.206	117.403562	39.554555	12.275	103.299	4	-0.529	0.323	0.00392	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.462898	1	12.206	12.150	12.263	12.263	117.403562	39.554555	12.275	103.299	4	-0.529	0.323	0.00392	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.478498	1	12.206	12.150	12.263	12.263	117.403562	39.554555	12.275	103.299	4	-0.529	0.323	0.00392	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.494098	1	12.263	12.150	12.263	12.150	117.403562	39.554555	12.275	103.299	4	-0.529	0.323	0.00392	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.509698	1	12.263	12.150	12.263	12.150	117.403562	39.554557	12.328	103.267	4	-0.543	0.319	0.03528	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.525298	1	12.263	12.206	12.263	12.263	117.403562	39.554557	12.328	103.267	4	-0.543	0.319	0.03528	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.540898	1	12.263	12.206	12.263	12.263	117.403562	39.554557	12.328	103.267	4	-0.543	0.319	0.03528	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.556498	1	12.319	12.263	12.263	12.263	117.403562	39.554557	12.328	103.267	4	-0.543	0.319	0.03528	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.572098	1	12.319	12.263	12.263	12.263	117.403561	39.554559	12.368	103.237	4	-0.556	0.312	0.00588	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.587698	1	12.375	12.263	12.263	12.263	117.403561	39.554559	12.368	103.237	4	-0.556	0.312	0.00588	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.603298	1	12.375	12.263	12.263	12.263	117.403561	39.554559	12.368	103.237	4	-0.556	0.312	0.00588	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.618898	1	12.375	12.263	12.319	12.263	117.403561	39.554559	12.368	103.237	4	-0.556	0.312	0.00588	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.634498	1	12.375	12.263	12.319	12.263	117.403561	39.554561	12.396	103.207	4	-0.560	0.304	0.00882	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.650098	1	12.431	12.319	12.319	12.319	117.403561	39.554561	12.396	103.207	4	-0.560	0.304	0.00882	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.665698	1	12.431	12.319	12.319	12.319	117.403561	39.554561	12.396	103.207	4	-0.560	0.304	0.00882	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.681298	1	12.488	12.319	12.375	12.319	117.403561	39.554561	12.396	103.207	4	-0.560	0.304	0.00882	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.696898	1	12.488	12.319	12.375	12.319	117.403560	39.554563	12.429	103.175	4	-0.549	0.303	0.06958	10.00000	0.000000	0.000000
20180902_23:51:17	1535903477.712498	1	12.488	12.375	12.375	12.319	117.403560	39.554563	12.429	103.175	4	-0.549	0.303	0.06958	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.728098	1	12.488	12.375	12.375	12.319	117.403560	39.554563	12.429	103.175	4	-0.549	0.303	0.06958	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.743698	1	12.488	12.319	12.431	12.375	117.403560	39.554563	12.429	103.175	4	-0.549	0.303	0.06958	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.759298	1	12.488	12.319	12.431	12.375	117.403560	39.554564	12.465	103.138	4	-0.538	0.304	0.05684	9.00000	0.000000	0.000000
20180902_23:51:17	1535903477.774898	1	12.488	12.375	12.488	12.375	117.403560	39.554564	12.465	103.138	4	-0.538	0.304	0.05684	9.00000	0.000000	0.000000
