日期	时间	模式	左前	右前	左后	右后	经度	纬度	速度	航向	差分	俯仰角	侧倾角	纵向加速度	实际转向角	转向角命令	转向角速度命令
20180902_23:09:27	1535900967.903882	1	3.319	3.319	3.319	3.263	117.383068	39.554898	3.420	-167.718	3	-0.667	-0.176	0.50666	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.919482	1	3.431	3.431	3.375	3.375	117.383067	39.554897	3.560	-167.723	3	-0.656	-0.168	0.90944	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.935082	1	3.431	3.431	3.375	3.375	117.383067	39.554897	3.560	-167.723	3	-0.656	-0.168	0.90944	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.950682	1	3.544	3.544	3.544	3.544	117.383067	39.554897	3.560	-167.723	3	-0.656	-0.168	0.90944	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.966282	1	3.544	3.544	3.544	3.544	117.383067	39.554897	3.560	-167.723	3	-0.656	-0.168	0.90944	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.981882	1	3.544	3.544	3.544	3.544	117.383067	39.554897	3.696	-167.723	3	-0.647	-0.172	0.95158	0.00000	0.000000	0.000000
20180902_23:09:27	1535900967.997482	1	3.544	3.544	3.544	3.544	117.383067	39.554897	3.696	-167.723	3	-0.647	-0.172	0.95158	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.013082	1	3.712	3.712	3.656	3.712	117.383067	39.554897	3.696	-167.723	3	-0.647	-0.172	0.95158	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.028682	1	3.712	3.712	3.656	3.712	117.383067	39.554897	3.696	-167.723	3	-0.647	-0.172	0.95158	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.044282	1	3.712	3.712	3.656	3.712	117.383066	39.554897	3.841	-167.717	3	-0.643	-0.192	0.37338	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.059882	1	3.825	3.825	3.769	3.769	117.383066	39.554897	3.841	-167.717	3	-0.643	-0.192	0.37338	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.075482	1	3.825	3.825	3.769	3.825	117.383066	39.554897	3.841	-167.717	3	-0.643	-0.192	0.37338	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.091082	1	3.825	3.825	3.769	3.825	117.383066	39.554897	3.841	-167.717	3	-0.643	-0.192	0.37338	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.106682	1	3.825	3.825	3.769	3.825	117.383065	39.554897	4.042	-167.711	3	-0.633	-0.226	0.13328	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.122282	1	3.938	3.938	3.881	3.938	117.383065	39.554897	4.042	-167.711	3	-0.633	-0.226	0.13328	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.137882	1	3.938	3.938	3.881	3.938	117.383065	39.554897	4.042	-167.711	3	-0.633	-0.226	0.13328	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.153482	1	3.938	3.938	3.881	3.938	117.383065	39.554897	4.042	-167.711	3	-0.633	-0.226	0.13328	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.169082	1	4.106	4.106	4.050	4.050	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.41650	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.184682	1	4.106	4.106	4.050	4.050	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.41650	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.200282	1	4.106	4.106	4.050	4.050	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.41650	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.215882	1	4.106	4.106	4.050	4.050	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.41650	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.231482	1	4.275	4.219	4.219	4.219	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.84574	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.247082	1	4.275	4.219	4.219	4.219	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.84574	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.262682	1	4.275	4.219	4.219	4.219	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.84574	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.278282	1	4.275	4.219	4.219	4.219	117.383064	39.554897	4.164	-167.711	3	-0.619	-0.253	0.84574	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.293882	1	4.388	4.331	4.331	4.388	117.383063	39.554897	4.406	-167.713	3	-0.606	-0.278	0.93884	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.309482	1	4.388	4.331	4.331	4.388	117.383063	39.554897	4.406	-167.713	3	-0.606	-0.278	0.93884	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.325082	1	4.388	4.331	4.331	4.388	117.383063	39.554897	4.406	-167.713	3	-0.606	-0.278	0.93884	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.340682	1	4.500	4.444	4.444	4.500	117.383063	39.554897	4.406	-167.713	3	-0.606	-0.278	0.93884	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.356282	1	4.500	4.444	4.444	4.500	117.383062	39.554896	4.623	-167.719	3	-0.610	-0.287	0.44590	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.371882	1	4.500	4.444	4.444	4.500	117.383062	39.554896	4.623	-167.719	3	-0.610	-0.287	0.44590	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.387482	1	4.500	4.444	4.444	4.500	117.383062	39.554896	4.623	-167.719	3	-0.610	-0.287	0.44590	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.403082	1	4.669	4.669	4.669	4.669	117.383062	39.554896	4.623	-167.719	3	-0.610	-0.287	0.44590	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.418682	1	4.669	4.669	4.669	4.669	117.383061	39.554896	4.786	-167.718	3	-0.602	-0.301	0.75950	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.434282	1	4.669	4.669	4.669	4.669	117.383061	39.554896	4.786	-167.718	3	-0.602	-0.301	0.75950	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.449882	1	4.894	4.838	4.781	4.838	117.383061	39.554896	4.786	-167.718	3	-0.602	-0.301	0.75950	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.465482	1	4.894	4.838	4.781	4.838	117.383061	39.554896	4.786	-167.718	3	-0.602	-0.301	0.75950	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.481082	1	4.894	4.838	4.781	4.838	117.383060	39.554896	4.963	-167.718	3	-0.589	-0.325	1.03488	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.496682	1	4.894	4.838	4.781	4.838	117.383060	39.554896	4.963	-167.718	3	-0.589	-0.325	1.03488	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.512282	1	4.950	5.006	5.006	5.062	117.383060	39.554896	4.963	-167.718	3	-0.589	-0.325	1.03488	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.527882	1	4.950	5.006	5.006	5.062	117.383060	39.554896	4.963	-167.718	3	-0.589	-0.325	1.03488	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.543482	1	4.950	5.006	5.006	5.062	117.383059	39.554896	5.195	-167.719	3	-0.575	-0.381	0.87024	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.559082	1	4.950	5.231	5.231	5.231	117.383059	39.554896	5.195	-167.719	3	-0.575	-0.381	0.87024	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.574682	1	4.950	5.231	5.231	5.231	117.383059	39.554896	5.195	-167.719	3	-0.575	-0.381	0.87024	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.590282	1	4.950	5.231	5.231	5.231	117.383059	39.554896	5.195	-167.719	3	-0.575	-0.381	0.87024	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.605882	1	4.950	5.231	5.231	5.231	117.383058	39.554896	5.376	-167.716	3	-0.566	-0.432	0.74088	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.621482	1	5.794	5.400	5.400	5.400	117.383058	39.554896	5.376	-167.716	3	-0.566	-0.432	0.74088	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.637082	1	5.794	5.400	5.400	5.400	117.383058	39.554896	5.376	-167.716	3	-0.566	-0.432	0.74088	0.00000	0.000000	0.000000
20180902_23:09:28	1535900968.652682	1	5.794	5.400	5.400	5.400	117.383058	39.554896	5.376	-167.716	3	-0.566	-0.432	0.74088	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.668282	1	5.513	5.681	5.569	5.625	117.383057	39.554895	5.678	-167.688	3	-0.556	-0.418	1.19658	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.683882	1	5.513	5.681	5.569	5.625	117.383057	39.554895	5.678	-167.688	3	-0.556	-0.418	1.19658	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.699482	1	5.513	5.681	5.569	5.625	117.383057	39.554895	5.678	-167.688	3	-0.556	-0.418	1.19658	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.715082	1	5.513	5.681	5.569	5.625	117.383057	39.554895	5.678	-167.688	3	-0.556	-0.418	1.19658	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.730682	1	5.794	5.850	5.850	5.850	117.383055	39.554895	5.912	-167.676	3	-0.506	-0.364	1.36514	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.746282	1	5.794	5.850	5.850	5.850	117.383055	39.554895	5.912	-167.676	3	-0.506	-0.364	1.36514	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.761882	1	5.794	5.850	5.850	5.850	117.383055	39.554895	5.912	-167.676	3	-0.506	-0.364	1.36514	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.777482	1	6.075	5.963	6.131	6.075	117.383055	39.554895	5.912	-167.676	3	-0.506	-0.364	1.36514	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.793082	1	6.075	5.963	6.131	6.075	117.383054	39.554895	6.146	-167.676	3	-0.455	-0.353	1.24754	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.808682	1	6.075	5.963	6.131	6.075	117.383054	39.554895	6.146	-167.676	3	-0.455	-0.353	1.24754	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.824282	1	6.075	5.963	6.131	6.075	117.383054	39.554895	6.146	-167.676	3	-0.455	-0.353	1.24754	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.839882	1	6.356	6.244	6.244	6.300	117.383054	39.554895	6.146	-167.676	3	-0.455	-0.353	1.24754	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.855482	1	6.356	6.244	6.244	6.300	117.383053	39.554895	6.381	-167.687	3	-0.423	-0.345	1.06722	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.871082	1	6.356	6.244	6.244	6.300	117.383053	39.554895	6.381	-167.687	3	-0.423	-0.345	1.06722	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.886682	1	6.469	6.469	6.469	6.469	117.383053	39.554895	6.381	-167.687	3	-0.423	-0.345	1.06722	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.902282	1	6.469	6.469	6.469	6.469	117.383053	39.554895	6.381	-167.687	3	-0.423	-0.345	1.06722	1.00000	0.000000	0.000000
20180902_23:09:28	1535900968.917882	1	6.469	6.469	6.469	6.469	117.383052	39.554895	6.611	-167.699	3	-0.412	-0.316	0.88004	4.00000	0.000000	0.000000
20180902_23:09:28	1535900968.933482	1	6.469	6.469	6.469	6.469	117.383052	39.554895	6.611	-167.699	3	-0.412	-0.316	0.88004	4.00000	0.000000	0.000000
20180902_23:09:28	1535900968.949082	1	6.694	6.694	6.694	6.694	117.383052	39.554895	6.611	-167.699	3	-0.412	-0.316	0.88004	4.00000	0.000000	0.000000
20180902_23:09:28	1535900968.964682	1	6.694	6.694	6.694	6.694	117.383052	39.554895	6.611	-167.699	3	-0.412	-0.316	0.88004	4.00000	0.000000	0.000000
20180902_23:09:28	1535900968.980282	1	6.694	6.694	6.694	6.694	117.383051	39.554894	6.833	-167.692	3	-0.415	-0.305	0.86926	4.00000	0.000000	0.000000
20180902_23:09:28	1535900968.995882	1	6.694	6.694	6.694	6.694	117.383051	39.554894	6.833	-167.692	3	-0.415	-0.305	0.86926	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.011482	1	6.862	6.919	6.862	6.862	117.383051	39.554894	6.833	-167.692	3	-0.415	-0.305	0.86926	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.027082	1	6.862	6.919	6.862	6.862	117.383051	39.554894	6.833	-167.692	3	-0.415	-0.305	0.86926	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.042682	1	6.862	6.919	6.862	6.862	117.383049	39.554894	7.056	-167.670	3	-0.429	-0.338	0.94668	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.058282	1	7.144	7.144	7.088	7.088	117.383049	39.554894	7.056	-167.670	3	-0.429	-0.338	0.94668	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.073882	1	7.144	7.144	7.088	7.088	117.383049	39.554894	7.056	-167.670	3	-0.429	-0.338	0.94668	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.089482	1	7.144	7.144	7.088	7.088	117.383049	39.554894	7.056	-167.670	3	-0.429	-0.338	0.94668	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.105082	1	7.144	7.144	7.088	7.088	117.383048	39.554894	7.268	-167.647	3	-0.444	-0.391	0.91630	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.120682	1	7.256	7.256	7.256	7.256	117.383048	39.554894	7.268	-167.647	3	-0.444	-0.391	0.91630	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.136282	1	7.256	7.256	7.256	7.256	117.383048	39.554894	7.268	-167.647	3	-0.444	-0.391	0.91630	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.151882	1	7.256	7.256	7.256	7.256	117.383048	39.554894	7.268	-167.647	3	-0.444	-0.391	0.91630	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.167482	1	7.538	7.425	7.425	7.425	117.383046	39.554894	7.520	-167.650	3	-0.459	-0.462	0.78890	4.00000	0.000000	0.000000
20180902_23:09:29	1535900969.183082	1	7.538	7.425	7.425	7.425	117.383046	39.554894	7.520	-167.650	3	-0.459	-0.462	0.78890	7.00000	0.000000	0.000000
20180902_23:09:29	1535900969.198682	1	7.538	7.425	7.425	7.425	117.383046	39.554894	7.520	-167.650	3	-0.459	-0.462	0.78890	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.214282	1	7.538	7.425	7.425	7.425	117.383046	39.554894	7.520	-167.650	3	-0.459	-0.462	0.78890	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.229882	1	7.706	7.594	7.594	7.594	117.383045	39.554893	7.705	-167.681	3	-0.455	-0.508	0.63798	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.245482	1	7.706	7.594	7.594	7.594	117.383045	39.554893	7.705	-167.681	3	-0.455	-0.508	0.63798	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.261082	1	7.706	7.594	7.594	7.594	117.383045	39.554893	7.705	-167.681	3	-0.455	-0.508	0.63798	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.276682	1	7.875	7.819	7.763	7.763	117.383045	39.554893	7.705	-167.681	3	-0.455	-0.508	0.63798	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.292282	1	7.875	7.819	7.763	7.763	117.383043	39.554893	7.883	-167.714	3	-0.431	-0.539	0.91238	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.307882	1	7.875	7.819	7.763	7.763	117.383043	39.554893	7.883	-167.714	3	-0.431	-0.539	0.91238	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.323482	1	7.987	7.931	7.931	7.931	117.383043	39.554893	7.883	-167.714	3	-0.431	-0.539	0.91238	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.339082	1	7.987	7.931	7.931	7.931	117.383043	39.554893	7.883	-167.714	3	-0.431	-0.539	0.91238	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.354682	1	7.987	7.931	7.931	7.931	117.383042	39.554893	8.054	-167.735	3	-0.405	-0.535	0.61642	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.370282	1	7.987	7.931	7.931	7.931	117.383042	39.554893	8.054	-167.735	3	-0.405	-0.535	0.61642	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.385882	1	8.156	8.100	8.100	8.100	117.383042	39.554893	8.054	-167.735	3	-0.405	-0.535	0.61642	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.401482	1	8.156	8.100	8.100	8.100	117.383042	39.554893	8.054	-167.735	3	-0.405	-0.535	0.61642	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.417082	1	8.156	8.100	8.100	8.100	117.383040	39.554893	8.229	-167.743	3	-0.393	-0.480	0.72324	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.432682	1	8.156	8.100	8.100	8.100	117.383040	39.554893	8.229	-167.743	3	-0.393	-0.480	0.72324	11.00000	0.000000	0.000000
20180902_23:09:29	1535900969.448282	1	8.269	8.269	8.325	8.269	117.383040	39.554893	8.229	-167.743	3	-0.393	-0.480	0.72324	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.463882	1	8.269	8.269	8.325	8.269	117.383040	39.554893	8.229	-167.743	3	-0.393	-0.480	0.72324	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.479482	1	8.269	8.269	8.325	8.269	117.383039	39.554892	8.414	-167.762	3	-0.392	-0.408	0.79968	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.495082	1	8.438	8.438	8.438	8.438	117.383039	39.554892	8.414	-167.762	3	-0.392	-0.408	0.79968	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.510682	1	8.438	8.438	8.438	8.438	117.383039	39.554892	8.414	-167.762	3	-0.392	-0.408	0.79968	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.526282	1	8.438	8.438	8.438	8.438	117.383039	39.554892	8.414	-167.762	3	-0.392	-0.408	0.79968	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.541882	1	8.438	8.438	8.438	8.438	117.383037	39.554892	8.595	-167.791	3	-0.400	-0.336	0.77616	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.557482	1	8.606	8.550	8.606	8.550	117.383037	39.554892	8.595	-167.791	3	-0.400	-0.336	0.77616	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.573082	1	8.606	8.550	8.606	8.550	117.383037	39.554892	8.595	-167.791	3	-0.400	-0.336	0.77616	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.588682	1	8.606	8.550	8.606	8.550	117.383037	39.554892	8.595	-167.791	3	-0.400	-0.336	0.77616	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.604282	1	8.719	8.719	8.775	8.719	117.383035	39.554892	8.768	-167.830	3	-0.416	-0.285	0.68894	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.619882	1	8.719	8.719	8.775	8.719	117.383035	39.554892	8.768	-167.830	3	-0.416	-0.285	0.68894	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.635482	1	8.719	8.719	8.775	8.719	117.383035	39.554892	8.768	-167.830	3	-0.416	-0.285	0.68894	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.651082	1	8.719	8.719	8.775	8.719	117.383035	39.554892	8.768	-167.830	3	-0.416	-0.285	0.68894	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.666682	1	8.944	8.888	8.888	8.831	117.383033	39.554891	8.996	-167.885	3	-0.434	-0.323	0.78890	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.682282	1	8.944	8.888	8.888	8.831	117.383033	39.554891	8.996	-167.885	3	-0.434	-0.323	0.78890	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.697882	1	8.944	8.888	8.888	8.831	117.383033	39.554891	8.996	-167.885	3	-0.434	-0.323	0.78890	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.713482	1	9.056	9.056	9.056	9.056	117.383033	39.554891	8.996	-167.885	3	-0.434	-0.323	0.78890	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.729082	1	9.056	9.056	9.056	9.056	117.383031	39.554891	9.159	-167.912	3	-0.449	-0.435	0.63112	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.744682	1	9.056	9.056	9.056	9.056	117.383031	39.554891	9.159	-167.912	3	-0.449	-0.435	0.63112	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.760282	1	9.056	9.056	9.056	9.056	117.383031	39.554891	9.159	-167.912	3	-0.449	-0.435	0.63112	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.775882	1	9.225	9.225	9.225	9.169	117.383031	39.554891	9.159	-167.912	3	-0.449	-0.435	0.63112	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.791482	1	9.225	9.225	9.225	9.169	117.383030	39.554891	9.312	-167.928	3	-0.452	-0.551	0.57526	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.807082	1	9.225	9.225	9.225	9.169	117.383030	39.554891	9.312	-167.928	3	-0.452	-0.551	0.57526	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.822682	1	9.394	9.338	9.562	9.338	117.383030	39.554891	9.312	-167.928	3	-0.452	-0.551	0.57526	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.838282	1	9.394	9.338	9.562	9.338	117.383030	39.554891	9.312	-167.928	3	-0.452	-0.551	0.57526	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.853882	1	9.394	9.338	9.562	9.338	117.383028	39.554890	9.452	-167.952	3	-0.439	-0.634	0.77518	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.869482	1	9.394	9.338	9.562	9.338	117.383028	39.554890	9.452	-167.952	3	-0.439	-0.634	0.77518	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.885082	1	9.619	9.450	9.225	9.562	117.383028	39.554890	9.452	-167.952	3	-0.439	-0.634	0.77518	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.900682	1	9.619	9.450	9.225	9.562	117.383028	39.554890	9.452	-167.952	3	-0.439	-0.634	0.77518	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.916282	1	9.619	9.450	9.225	9.562	117.383026	39.554890	9.554	-167.997	3	-0.401	-0.696	-0.36162	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.931882	1	9.731	9.562	9.619	9.450	117.383026	39.554890	9.554	-167.997	3	-0.401	-0.696	-0.36162	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.947482	1	9.731	9.562	9.619	9.450	117.383026	39.554890	9.554	-167.997	3	-0.401	-0.696	-0.36162	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.963082	1	9.731	9.562	9.619	9.450	117.383026	39.554890	9.554	-167.997	3	-0.401	-0.696	-0.36162	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.978682	1	9.731	9.562	9.619	9.450	117.383024	39.554890	9.676	-168.049	3	-0.378	-0.654	-0.16170	13.00000	0.000000	0.000000
20180902_23:09:29	1535900969.994282	1	9.900	9.675	9.787	9.675	117.383024	39.554890	9.676	-168.049	3	-0.378	-0.654	-0.16170	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.009882	1	9.900	9.675	9.787	9.675	117.383024	39.554890	9.676	-168.049	3	-0.378	-0.654	-0.16170	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.025482	1	9.900	9.675	9.787	9.675	117.383024	39.554890	9.676	-168.049	3	-0.378	-0.654	-0.16170	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.041082	1	9.900	9.787	9.900	9.787	117.383022	39.554890	9.820	-168.102	3	-0.359	-0.539	0.76440	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.056682	1	9.900	9.787	9.900	9.787	117.383022	39.554890	9.820	-168.102	3	-0.359	-0.539	0.76440	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.072282	1	9.900	9.787	9.900	9.787	117.383022	39.554890	9.820	-168.102	3	-0.359	-0.539	0.76440	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.087882	1	9.900	9.787	9.900	9.787	117.383022	39.554890	9.820	-168.102	3	-0.359	-0.539	0.76440	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.103482	1	9.956	9.900	9.956	9.900	117.383020	39.554889	9.954	-168.156	3	-0.346	-0.454	0.86436	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.119082	1	9.956	9.900	9.956	9.900	117.383020	39.554889	9.954	-168.156	3	-0.346	-0.454	0.86436	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.134682	1	9.956	9.900	9.956	9.900	117.383020	39.554889	9.954	-168.156	3	-0.346	-0.454	0.86436	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.150282	1	9.956	9.900	9.956	9.900	117.383020	39.554889	9.954	-168.156	3	-0.346	-0.454	0.86436	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.165882	1	10.069	9.956	10.069	9.956	117.383019	39.554889	10.084	-168.214	3	-0.385	-0.395	0.68894	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.181482	1	10.069	9.956	10.069	9.956	117.383019	39.554889	10.084	-168.214	3	-0.385	-0.395	0.68894	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.197082	1	10.069	9.956	10.069	9.956	117.383019	39.554889	10.084	-168.214	3	-0.385	-0.395	0.68894	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.212682	1	10.125	10.125	10.069	9.956	117.383019	39.554889	10.084	-168.214	3	-0.385	-0.395	0.68894	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.228282	1	10.125	10.125	10.069	9.956	117.383016	39.554888	10.243	-168.286	3	-0.495	-0.363	0.34104	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.243882	1	10.125	10.125	10.069	9.956	117.383016	39.554888	10.243	-168.286	3	-0.495	-0.363	0.34104	13.00000	0.000000	0.000000
20180902_23:09:30	1535900970.259482	1	10.125	10.125	10.069	9.956	117.383016	39.554888	10.243	-168.286	3	-0.495	-0.363	0.34104	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.275082	1	10.181	10.125	10.125	10.125	117.383016	39.554888	10.243	-168.286	3	-0.495	-0.363	0.34104	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.290682	1	10.181	10.125	10.125	10.125	117.383014	39.554888	10.300	-168.326	3	-0.581	-0.427	0.18522	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.306282	1	10.181	10.125	10.125	10.125	117.383014	39.554888	10.300	-168.326	3	-0.581	-0.427	0.18522	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.321882	1	10.238	10.181	10.181	10.069	117.383014	39.554888	10.300	-168.326	3	-0.581	-0.427	0.18522	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.337482	1	10.238	10.181	10.181	10.069	117.383014	39.554888	10.300	-168.326	3	-0.581	-0.427	0.18522	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.353082	1	10.238	10.181	10.181	10.069	117.383012	39.554888	10.338	-168.349	3	-0.667	-0.551	-0.07154	12.00000	0.000000	0.000000
20180902_23:09:30	1535900970.368682	1	10.238	10.181	10.181	10.069	117.383012	39.554888	10.338	-168.349	3	-0.667	-0.551	-0.07154	12.00000	0.000000	0.000000
